txn_id,timestamp,sender_id,receiver_id,amount,merchant,city,status
TXN187276,2026-06-10 18:30:06,USR6249,USR9521,7300.75,Myntra,Bangalore,FAILED
TXN890838,2026-06-10 18:30:06,USR4360,USR7081,14582.01,BigBasket,Delhi,PENDING
TXN909239,2026-06-10 18:30:06,USR5567,USR2303,46493.76,Zomato,Pune,FAILED
TXN548539,2026-06-10 18:30:06,USR5121,USR2498,49090.5,IRCTC,Delhi,PENDING
TXN658607,2026-06-10 18:30:06,USR3784,USR7842,25803.64,Swiggy,Chennai,SUCCESS
TXN214959,2026-06-10 18:30:06,USR7117,USR6496,6647.86,IRCTC,Delhi,PENDING
TXN935781,2026-06-10 18:30:06,USR1717,USR3732,15472.62,BigBasket,Mumbai,SUCCESS
TXN291201,2026-06-10 18:30:06,USR8675,USR5631,21123.55,Amazon,Pune,FAILED
TXN621540,2026-06-10 18:30:06,USR7986,USR5139,37474.34,Myntra,Delhi,FAILED
TXN890362,2026-06-10 18:30:06,USR6762,USR8265,43342.96,Myntra,Hyderabad,SUCCESS
TXN460566,2026-06-10 18:30:06,USR3270,USR3684,15196.55,Swiggy,Pune,FAILED
TXN983626,2026-06-10 18:30:06,USR9269,USR7275,43038.51,Amazon,Chennai,PENDING
TXN768054,2026-06-10 18:30:06,USR6613,USR5066,23879.99,Swiggy,Hyderabad,FAILED
TXN156160,2026-06-10 18:30:06,USR4909,USR5326,14442.08,Flipkart,Mumbai,SUCCESS
TXN829907,2026-06-10 18:30:06,USR3729,USR1510,9886.71,BigBasket,Hyderabad,SUCCESS
TXN615292,2026-06-10 18:30:06,USR7150,USR6003,33823.93,Zomato,Chennai,PENDING
TXN742538,2026-06-10 18:30:06,USR2453,USR1888,43691.42,Flipkart,Bangalore,FAILED
TXN215858,2026-06-10 18:30:06,USR1519,USR4186,11569.21,Swiggy,Delhi,PENDING
TXN132089,2026-06-10 18:30:06,USR8357,USR9437,41980.29,Zomato,Chennai,PENDING
TXN850262,2026-06-10 18:30:06,USR7737,USR4749,27818.8,Flipkart,Chennai,FAILED
TXN833437,2026-06-10 18:30:06,USR6035,USR3145,47765.5,BigBasket,Pune,FAILED
TXN219778,2026-06-10 18:30:06,USR3530,USR6559,13684.52,IRCTC,Mumbai,FAILED
TXN439488,2026-06-10 18:30:06,USR4614,USR3211,46433.91,BigBasket,Pune,FAILED
TXN306925,2026-06-10 18:30:06,USR7785,USR2922,26579.36,BigBasket,Chennai,FAILED
TXN416348,2026-06-10 18:30:06,USR2214,USR5942,17536.78,Amazon,Mumbai,PENDING
TXN766736,2026-06-10 18:30:06,USR1600,USR6170,6999.71,IRCTC,Pune,SUCCESS
TXN307944,2026-06-10 18:30:06,USR9146,USR1568,8864.32,Amazon,Pune,SUCCESS
TXN876834,2026-06-10 18:30:06,USR8911,USR7161,33354.21,Swiggy,Chennai,PENDING
TXN482800,2026-06-10 18:30:06,USR6185,USR7804,32008.56,Swiggy,Hyderabad,FAILED
TXN725985,2026-06-10 18:30:06,USR6918,USR7262,27026.35,Zomato,Hyderabad,FAILED
TXN345539,2026-06-10 18:30:06,USR1540,USR1117,7530.66,Swiggy,Bangalore,SUCCESS
TXN745840,2026-06-10 18:30:06,USR5501,USR9364,429.58,Swiggy,Mumbai,FAILED
TXN487036,2026-06-10 18:30:06,USR3242,USR6828,6172.03,Flipkart,Bangalore,PENDING
TXN954771,2026-06-10 18:30:06,USR4599,USR6547,39301.18,Flipkart,Chennai,PENDING
TXN644725,2026-06-10 18:30:06,USR3248,USR4290,49989.82,BigBasket,Pune,FAILED
TXN714958,2026-06-10 18:30:06,USR7039,USR5630,31375.93,Zomato,Hyderabad,SUCCESS
TXN626475,2026-06-10 18:30:06,USR2646,USR1080,12092.55,BigBasket,Chennai,PENDING
TXN284374,2026-06-10 18:30:06,USR2328,USR4752,46599.0,Myntra,Chennai,PENDING
TXN587667,2026-06-10 18:30:06,USR4711,USR2125,27218.5,Zomato,Mumbai,SUCCESS
TXN135146,2026-06-10 18:30:06,USR6763,USR6599,5098.82,Myntra,Hyderabad,SUCCESS
TXN350623,2026-06-10 18:30:06,USR3419,USR5853,42984.87,Flipkart,Chennai,SUCCESS
TXN981716,2026-06-10 18:30:06,USR8419,USR3852,30606.65,Myntra,Mumbai,PENDING
TXN778031,2026-06-10 18:30:06,USR7731,USR9443,35100.91,Swiggy,Delhi,FAILED
TXN877907,2026-06-10 18:30:06,USR5994,USR1574,29757.47,Swiggy,Pune,SUCCESS
TXN712968,2026-06-10 18:30:06,USR6824,USR8282,20411.77,Flipkart,Bangalore,FAILED
TXN351955,2026-06-10 18:30:06,USR1809,USR9863,39818.2,Swiggy,Chennai,FAILED
TXN466610,2026-06-10 18:30:06,USR3671,USR6726,15464.98,Amazon,Pune,FAILED
TXN820944,2026-06-10 18:30:06,USR1466,USR2069,11962.45,IRCTC,Hyderabad,FAILED
TXN401540,2026-06-10 18:30:06,USR6447,USR7929,17772.92,Flipkart,Hyderabad,FAILED
TXN141851,2026-06-10 18:30:06,USR9247,USR3710,10201.11,Flipkart,Mumbai,FAILED
TXN881466,2026-06-10 18:30:06,USR4675,USR1131,40563.77,Myntra,Chennai,PENDING
TXN405954,2026-06-10 18:30:06,USR1782,USR7906,15408.67,Myntra,Hyderabad,PENDING
TXN459388,2026-06-10 18:30:06,USR8811,USR2507,31386.6,Amazon,Bangalore,FAILED
TXN256089,2026-06-10 18:30:06,USR4836,USR5190,49577.72,Zomato,Hyderabad,FAILED
TXN386850,2026-06-10 18:30:06,USR2449,USR5643,24043.92,Myntra,Pune,SUCCESS
TXN513488,2026-06-10 18:30:06,USR3531,USR5411,6552.92,Flipkart,Hyderabad,SUCCESS
TXN263311,2026-06-10 18:30:06,USR3915,USR4093,603.76,Myntra,Mumbai,SUCCESS
TXN667635,2026-06-10 18:30:06,USR2929,USR7493,38108.98,Flipkart,Pune,FAILED
TXN728955,2026-06-10 18:30:06,USR4401,USR8332,14.59,Flipkart,Hyderabad,SUCCESS
TXN230335,2026-06-10 18:30:06,USR2336,USR1347,19555.41,Zomato,Hyderabad,FAILED
TXN313350,2026-06-10 18:30:06,USR8471,USR7120,1773.26,Swiggy,Delhi,PENDING
TXN345654,2026-06-10 18:30:06,USR5749,USR9746,7041.52,Flipkart,Delhi,SUCCESS
TXN317238,2026-06-10 18:30:06,USR6226,USR3225,31759.17,Amazon,Delhi,SUCCESS
TXN993139,2026-06-10 18:30:06,USR6762,USR7304,8475.39,Zomato,Bangalore,PENDING
TXN711600,2026-06-10 18:30:06,USR1073,USR7472,9418.5,BigBasket,Bangalore,PENDING
TXN861382,2026-06-10 18:30:06,USR5650,USR2774,45530.65,Zomato,Delhi,PENDING
TXN844510,2026-06-10 18:30:06,USR6665,USR8356,43020.38,Flipkart,Pune,SUCCESS
TXN413971,2026-06-10 18:30:06,USR7590,USR2404,24967.91,Swiggy,Pune,PENDING
TXN116408,2026-06-10 18:30:06,USR2937,USR4185,18615.4,Zomato,Delhi,SUCCESS
TXN499729,2026-06-10 18:30:06,USR6750,USR5659,28623.17,Zomato,Chennai,PENDING
TXN804463,2026-06-10 18:30:06,USR9976,USR3828,10028.15,Zomato,Bangalore,SUCCESS
TXN140086,2026-06-10 18:30:06,USR1319,USR3513,10108.24,BigBasket,Mumbai,SUCCESS
TXN206953,2026-06-10 18:30:06,USR7070,USR3065,31319.69,BigBasket,Hyderabad,SUCCESS
TXN116936,2026-06-10 18:30:06,USR7532,USR7440,11909.89,Myntra,Bangalore,SUCCESS
TXN540994,2026-06-10 18:30:06,USR1876,USR8796,29484.6,IRCTC,Pune,FAILED
TXN175215,2026-06-10 18:30:06,USR4994,USR2298,35821.7,Swiggy,Mumbai,SUCCESS
TXN395700,2026-06-10 18:30:06,USR1875,USR4571,37905.48,Zomato,Pune,FAILED
TXN136358,2026-06-10 18:30:06,USR7740,USR8380,31805.52,BigBasket,Bangalore,PENDING
TXN151149,2026-06-10 18:30:06,USR8718,USR3451,7588.36,Flipkart,Hyderabad,PENDING
TXN320524,2026-06-10 18:30:06,USR2223,USR7446,850.26,Zomato,Mumbai,PENDING
TXN603580,2026-06-10 18:30:06,USR7161,USR3728,11668.88,Flipkart,Delhi,FAILED
TXN813088,2026-06-10 18:30:06,USR5529,USR3169,47447.58,BigBasket,Pune,SUCCESS
TXN292015,2026-06-10 18:30:06,USR2416,USR4605,17752.06,Swiggy,Bangalore,SUCCESS
TXN476388,2026-06-10 18:30:06,USR2577,USR6699,1807.61,Zomato,Chennai,PENDING
TXN189028,2026-06-10 18:30:06,USR3178,USR1629,28250.44,IRCTC,Delhi,PENDING
TXN701918,2026-06-10 18:30:06,USR7950,USR1213,21979.02,Amazon,Delhi,PENDING
TXN728969,2026-06-10 18:30:06,USR8163,USR1017,335.17,Flipkart,Pune,SUCCESS
TXN173294,2026-06-10 18:30:06,USR3326,USR3566,27164.48,Swiggy,Delhi,PENDING
TXN378826,2026-06-10 18:30:06,USR2527,USR8580,16172.02,IRCTC,Pune,SUCCESS
TXN427170,2026-06-10 18:30:06,USR1305,USR6067,7164.52,BigBasket,Pune,PENDING
TXN329072,2026-06-10 18:30:06,USR1507,USR1735,19169.32,Amazon,Delhi,FAILED
TXN991151,2026-06-10 18:30:06,USR4021,USR1130,944.95,Myntra,Bangalore,PENDING
TXN276219,2026-06-10 18:30:06,USR2744,USR2471,3891.24,IRCTC,Delhi,FAILED
TXN272820,2026-06-10 18:30:06,USR4864,USR9933,4185.26,Zomato,Mumbai,SUCCESS
TXN785519,2026-06-10 18:30:06,USR3147,USR9336,668.58,IRCTC,Pune,FAILED
TXN566566,2026-06-10 18:30:06,USR3470,USR4333,890.95,Swiggy,Pune,PENDING
TXN193107,2026-06-10 18:30:06,USR1100,USR8672,13013.41,Zomato,Hyderabad,PENDING
TXN769032,2026-06-10 18:30:06,USR3542,USR8718,39218.53,Zomato,Bangalore,PENDING
TXN543835,2026-06-10 18:30:06,USR7553,USR1132,36343.16,Amazon,Chennai,FAILED
TXN703690,2026-06-10 18:30:06,USR4466,USR9762,10823.82,BigBasket,Pune,SUCCESS
TXN832910,2026-06-10 18:30:06,USR5484,USR9155,24836.38,Myntra,Hyderabad,PENDING
TXN444165,2026-06-10 18:30:06,USR5071,USR2628,46948.06,Myntra,Chennai,FAILED
TXN443779,2026-06-10 18:30:06,USR4360,USR1380,32949.91,Flipkart,Pune,SUCCESS
TXN953410,2026-06-10 18:30:06,USR6252,USR3737,33281.52,Amazon,Delhi,PENDING
TXN532479,2026-06-10 18:30:06,USR3895,USR1994,29893.42,Amazon,Pune,SUCCESS
TXN910864,2026-06-10 18:30:06,USR9065,USR4944,26932.51,Flipkart,Hyderabad,FAILED
TXN349509,2026-06-10 18:30:06,USR9191,USR4919,49658.48,Myntra,Bangalore,PENDING
TXN938269,2026-06-10 18:30:06,USR9673,USR1175,46956.29,IRCTC,Delhi,FAILED
TXN278926,2026-06-10 18:30:06,USR6588,USR9831,29057.61,Myntra,Delhi,SUCCESS
TXN147259,2026-06-10 18:30:06,USR6825,USR5105,5784.98,Amazon,Delhi,FAILED
TXN779749,2026-06-10 18:30:06,USR7428,USR7485,43311.44,IRCTC,Pune,PENDING
TXN763931,2026-06-10 18:30:06,USR7138,USR1192,11639.03,Swiggy,Pune,SUCCESS
TXN624669,2026-06-10 18:30:06,USR1336,USR3214,18786.63,Myntra,Delhi,SUCCESS
TXN549842,2026-06-10 18:30:06,USR1680,USR6818,48333.6,Flipkart,Mumbai,PENDING
TXN624406,2026-06-10 18:30:06,USR4457,USR2305,47342.39,IRCTC,Chennai,SUCCESS
TXN195437,2026-06-10 18:30:06,USR5795,USR7357,28017.44,IRCTC,Mumbai,FAILED
TXN254339,2026-06-10 18:30:06,USR1103,USR7928,30145.28,Flipkart,Pune,PENDING
TXN426867,2026-06-10 18:30:06,USR6632,USR8342,39981.11,BigBasket,Delhi,FAILED
TXN481482,2026-06-10 18:30:06,USR4296,USR7408,39997.84,BigBasket,Hyderabad,FAILED
TXN308249,2026-06-10 18:30:06,USR7719,USR1929,37177.67,Swiggy,Bangalore,FAILED
TXN985719,2026-06-10 18:30:06,USR6298,USR1523,4269.72,BigBasket,Chennai,SUCCESS
TXN182249,2026-06-10 18:30:06,USR8528,USR6175,15614.42,BigBasket,Hyderabad,FAILED
TXN775103,2026-06-10 18:30:06,USR2339,USR7767,2819.2,Myntra,Hyderabad,SUCCESS
TXN852617,2026-06-10 18:30:06,USR3042,USR4356,18723.39,IRCTC,Mumbai,FAILED
TXN566942,2026-06-10 18:30:06,USR8785,USR6733,9030.88,BigBasket,Delhi,PENDING
TXN935408,2026-06-10 18:30:06,USR2887,USR4668,11484.88,Flipkart,Mumbai,SUCCESS
TXN870621,2026-06-10 18:30:06,USR1216,USR7215,37278.91,IRCTC,Bangalore,SUCCESS
TXN849229,2026-06-10 18:30:06,USR3072,USR5033,16038.1,Amazon,Bangalore,SUCCESS
TXN907368,2026-06-10 18:30:06,USR7150,USR6622,26971.46,Zomato,Hyderabad,FAILED
TXN575197,2026-06-10 18:30:06,USR6020,USR1385,7051.42,Swiggy,Bangalore,FAILED
TXN927257,2026-06-10 18:30:06,USR8304,USR4304,22255.77,IRCTC,Delhi,PENDING
TXN349633,2026-06-10 18:30:06,USR7404,USR8985,43949.31,Amazon,Bangalore,PENDING
TXN391689,2026-06-10 18:30:06,USR3877,USR1310,47177.78,IRCTC,Mumbai,FAILED
TXN986282,2026-06-10 18:30:06,USR9968,USR7312,13163.63,BigBasket,Hyderabad,FAILED
TXN653341,2026-06-10 18:30:06,USR4460,USR5246,31592.25,Amazon,Pune,SUCCESS
TXN935023,2026-06-10 18:30:06,USR2151,USR5049,42862.44,Swiggy,Delhi,PENDING
TXN259838,2026-06-10 18:30:06,USR9271,USR2395,39095.68,Zomato,Mumbai,SUCCESS
TXN354294,2026-06-10 18:30:06,USR5389,USR3134,7430.47,Myntra,Delhi,PENDING
TXN587126,2026-06-10 18:30:06,USR8020,USR5351,38478.63,IRCTC,Hyderabad,FAILED
TXN804546,2026-06-10 18:30:06,USR9423,USR8616,3574.04,Swiggy,Mumbai,SUCCESS
TXN699750,2026-06-10 18:30:06,USR2178,USR1127,2131.47,Zomato,Bangalore,SUCCESS
TXN367408,2026-06-10 18:30:06,USR3155,USR1786,18595.66,BigBasket,Mumbai,FAILED
TXN375718,2026-06-10 18:30:06,USR1050,USR8058,49248.61,IRCTC,Bangalore,FAILED
TXN258311,2026-06-10 18:30:06,USR7993,USR6569,23029.01,Myntra,Bangalore,FAILED
TXN593214,2026-06-10 18:30:06,USR7492,USR5829,43047.81,Zomato,Delhi,FAILED
TXN803546,2026-06-10 18:30:06,USR7081,USR2546,29162.5,Swiggy,Delhi,PENDING
TXN237443,2026-06-10 18:30:06,USR2639,USR6775,5287.44,Myntra,Chennai,SUCCESS
TXN396320,2026-06-10 18:30:06,USR9252,USR6924,17730.37,BigBasket,Pune,FAILED
TXN421693,2026-06-10 18:30:06,USR7426,USR7037,2543.94,Flipkart,Mumbai,FAILED
TXN603695,2026-06-10 18:30:06,USR2530,USR9949,42311.47,Flipkart,Delhi,PENDING
TXN829863,2026-06-10 18:30:06,USR5735,USR4986,2336.91,Zomato,Hyderabad,SUCCESS
TXN955567,2026-06-10 18:30:06,USR6524,USR2675,38637.27,Myntra,Delhi,PENDING
TXN492750,2026-06-10 18:30:06,USR4663,USR2930,48239.04,Zomato,Chennai,SUCCESS
TXN163363,2026-06-10 18:30:06,USR5854,USR7747,13302.95,Zomato,Bangalore,PENDING
TXN773416,2026-06-10 18:30:06,USR2661,USR5365,117.44,Myntra,Bangalore,FAILED
TXN406739,2026-06-10 18:30:06,USR7829,USR9438,27396.47,Zomato,Hyderabad,SUCCESS
TXN675573,2026-06-10 18:30:06,USR4670,USR5269,7255.17,Myntra,Pune,SUCCESS
TXN445631,2026-06-10 18:30:06,USR7839,USR1985,39556.87,Myntra,Delhi,SUCCESS
TXN333216,2026-06-10 18:30:06,USR9086,USR3700,44771.93,Swiggy,Hyderabad,SUCCESS
TXN321416,2026-06-10 18:30:06,USR4312,USR1642,1342.91,Zomato,Pune,FAILED
TXN176925,2026-06-10 18:30:06,USR5332,USR9486,17953.39,Flipkart,Bangalore,PENDING
TXN605842,2026-06-10 18:30:06,USR8736,USR5450,22615.0,Swiggy,Hyderabad,FAILED
TXN758725,2026-06-10 18:30:06,USR6174,USR5738,30728.36,IRCTC,Pune,FAILED
TXN186576,2026-06-10 18:30:06,USR7965,USR4642,34596.09,Swiggy,Hyderabad,SUCCESS
TXN375316,2026-06-10 18:30:06,USR8352,USR3576,3095.83,Swiggy,Mumbai,PENDING
TXN508392,2026-06-10 18:30:06,USR3853,USR7224,39225.99,Myntra,Delhi,PENDING
TXN532285,2026-06-10 18:30:06,USR9525,USR5400,44602.47,Zomato,Mumbai,PENDING
TXN685895,2026-06-10 18:30:06,USR6574,USR1682,38847.34,Swiggy,Delhi,FAILED
TXN239027,2026-06-10 18:30:06,USR5354,USR3162,38613.88,Myntra,Delhi,SUCCESS
TXN379561,2026-06-10 18:30:06,USR6543,USR5263,9856.05,IRCTC,Bangalore,FAILED
TXN797331,2026-06-10 18:30:06,USR2431,USR6941,47923.88,Amazon,Mumbai,FAILED
TXN213880,2026-06-10 18:30:06,USR6136,USR9476,12676.68,Zomato,Hyderabad,SUCCESS
TXN309213,2026-06-10 18:30:06,USR1781,USR1027,31320.46,Amazon,Chennai,PENDING
TXN992264,2026-06-10 18:30:06,USR9623,USR2859,25497.48,Amazon,Hyderabad,FAILED
TXN389341,2026-06-10 18:30:06,USR8359,USR9566,37393.66,Zomato,Bangalore,FAILED
TXN963061,2026-06-10 18:30:06,USR1445,USR5366,18524.2,Zomato,Pune,SUCCESS
TXN319856,2026-06-10 18:30:06,USR9837,USR7501,40630.83,Swiggy,Pune,FAILED
TXN523039,2026-06-10 18:30:06,USR8793,USR1206,27017.23,Amazon,Chennai,PENDING
TXN535100,2026-06-10 18:30:06,USR1416,USR9967,31144.88,Amazon,Hyderabad,SUCCESS
TXN185452,2026-06-10 18:30:06,USR3056,USR3745,47256.66,Swiggy,Bangalore,SUCCESS
TXN603829,2026-06-10 18:30:06,USR6998,USR3563,32465.69,Swiggy,Mumbai,SUCCESS
TXN988344,2026-06-10 18:30:06,USR1170,USR9780,44230.28,Swiggy,Chennai,SUCCESS
TXN883332,2026-06-10 18:30:06,USR7861,USR6358,30574.61,BigBasket,Delhi,PENDING
TXN398660,2026-06-10 18:30:06,USR3119,USR6359,20032.0,Myntra,Hyderabad,FAILED
TXN706279,2026-06-10 18:30:06,USR8910,USR6001,20823.24,Zomato,Hyderabad,PENDING
TXN147326,2026-06-10 18:30:06,USR7515,USR2816,42807.32,Myntra,Bangalore,SUCCESS
TXN555119,2026-06-10 18:30:06,USR8871,USR9864,31212.23,Flipkart,Delhi,PENDING
TXN489127,2026-06-10 18:30:06,USR6263,USR3825,29541.95,Swiggy,Chennai,SUCCESS
TXN775743,2026-06-10 18:30:06,USR3295,USR8483,48210.95,Amazon,Chennai,SUCCESS
TXN298432,2026-06-10 18:30:06,USR7827,USR1404,15068.39,Amazon,Pune,SUCCESS
TXN500928,2026-06-10 18:30:06,USR5924,USR6170,2464.52,Amazon,Pune,FAILED
TXN417228,2026-06-10 18:30:06,USR3238,USR5645,8706.08,Flipkart,Pune,FAILED
TXN321698,2026-06-10 18:30:06,USR9840,USR8465,24089.84,Swiggy,Pune,PENDING
TXN565902,2026-06-10 18:30:06,USR5711,USR4484,18373.43,Swiggy,Bangalore,FAILED
TXN257619,2026-06-10 18:30:06,USR9260,USR1680,30076.02,Zomato,Hyderabad,FAILED
TXN875592,2026-06-10 18:30:06,USR9885,USR3689,44445.65,Myntra,Mumbai,PENDING
TXN145361,2026-06-10 18:30:06,USR4157,USR2900,19741.2,IRCTC,Mumbai,SUCCESS
TXN155439,2026-06-10 18:30:06,USR6314,USR4365,25992.82,Myntra,Pune,FAILED
TXN329262,2026-06-10 18:30:06,USR1555,USR7124,46191.8,Flipkart,Bangalore,FAILED
TXN700287,2026-06-10 18:30:06,USR7147,USR7407,4051.4,Swiggy,Bangalore,FAILED
TXN702825,2026-06-10 18:30:06,USR6913,USR9017,22864.76,BigBasket,Chennai,SUCCESS
TXN828325,2026-06-10 18:30:06,USR8493,USR3727,6027.61,IRCTC,Hyderabad,FAILED
TXN860183,2026-06-10 18:30:06,USR1482,USR8108,40427.52,Amazon,Pune,FAILED
TXN725402,2026-06-10 18:30:06,USR2842,USR7222,24637.64,Zomato,Chennai,SUCCESS
TXN204445,2026-06-10 18:30:06,USR2088,USR5258,27071.57,Myntra,Delhi,FAILED
TXN247663,2026-06-10 18:30:06,USR8417,USR5432,12754.94,BigBasket,Hyderabad,SUCCESS
TXN578243,2026-06-10 18:30:06,USR5728,USR3394,44163.28,Swiggy,Chennai,SUCCESS
TXN913042,2026-06-10 18:30:06,USR7159,USR3359,4174.28,Flipkart,Delhi,PENDING
TXN735077,2026-06-10 18:30:06,USR3707,USR7099,30103.78,BigBasket,Chennai,PENDING
TXN494719,2026-06-10 18:30:06,USR5535,USR1123,12339.62,Amazon,Bangalore,FAILED
TXN178197,2026-06-10 18:30:06,USR5485,USR7645,14040.67,Zomato,Hyderabad,SUCCESS
TXN616019,2026-06-10 18:30:06,USR7929,USR4433,15312.29,Amazon,Pune,PENDING
TXN370979,2026-06-10 18:30:06,USR2674,USR7172,27988.52,Myntra,Mumbai,FAILED
TXN973788,2026-06-10 18:30:06,USR5245,USR8086,26186.27,Flipkart,Chennai,PENDING
TXN912869,2026-06-10 18:30:06,USR1815,USR1294,15626.23,Zomato,Pune,PENDING
TXN868760,2026-06-10 18:30:06,USR8543,USR3087,40491.06,Swiggy,Bangalore,PENDING
TXN629145,2026-06-10 18:30:06,USR9196,USR4396,42963.24,Zomato,Chennai,FAILED
TXN658295,2026-06-10 18:30:06,USR6585,USR2423,24414.59,BigBasket,Chennai,FAILED
TXN873531,2026-06-10 18:30:06,USR3541,USR6224,27594.58,Myntra,Pune,FAILED
TXN360196,2026-06-10 18:30:06,USR1171,USR5125,26744.27,Amazon,Pune,PENDING
TXN388797,2026-06-10 18:30:06,USR1626,USR9623,23924.11,Amazon,Pune,FAILED
TXN365132,2026-06-10 18:30:06,USR3385,USR9214,6877.07,Myntra,Bangalore,SUCCESS
TXN997245,2026-06-10 18:30:06,USR5967,USR2308,28760.36,Zomato,Hyderabad,PENDING
TXN390113,2026-06-10 18:30:06,USR5450,USR2732,26147.49,Flipkart,Mumbai,FAILED
TXN145871,2026-06-10 18:30:06,USR8231,USR3154,18304.19,Amazon,Pune,PENDING
TXN412755,2026-06-10 18:30:06,USR6244,USR4349,5578.06,Flipkart,Hyderabad,FAILED
TXN211096,2026-06-10 18:30:06,USR4971,USR7064,22759.59,Zomato,Mumbai,SUCCESS
TXN374162,2026-06-10 18:30:06,USR7937,USR4463,13259.03,Amazon,Delhi,SUCCESS
TXN440755,2026-06-10 18:30:06,USR6814,USR7355,16435.82,Zomato,Bangalore,FAILED
TXN604755,2026-06-10 18:30:06,USR8011,USR5998,43747.68,IRCTC,Pune,PENDING
TXN410488,2026-06-10 18:30:06,USR9718,USR4578,26092.78,Zomato,Hyderabad,FAILED
TXN576191,2026-06-10 18:30:06,USR4991,USR3923,47219.91,Swiggy,Pune,SUCCESS
TXN358685,2026-06-10 18:30:06,USR5961,USR6662,17136.11,Swiggy,Bangalore,SUCCESS
TXN149811,2026-06-10 18:30:06,USR1027,USR7584,363.76,Myntra,Chennai,FAILED
TXN889407,2026-06-10 18:30:06,USR7547,USR6166,19213.4,IRCTC,Mumbai,SUCCESS
TXN843211,2026-06-10 18:30:06,USR7813,USR3488,4265.56,IRCTC,Pune,FAILED
TXN241867,2026-06-10 18:30:06,USR4591,USR9349,38222.53,Flipkart,Hyderabad,PENDING
TXN540179,2026-06-10 18:30:06,USR2451,USR7510,320.1,Zomato,Hyderabad,PENDING
TXN376494,2026-06-10 18:30:06,USR6373,USR5121,38155.9,BigBasket,Chennai,FAILED
TXN673321,2026-06-10 18:30:06,USR9459,USR3627,32162.49,IRCTC,Bangalore,PENDING
TXN137909,2026-06-10 18:30:06,USR1280,USR5886,11281.53,Zomato,Chennai,SUCCESS
TXN956415,2026-06-10 18:30:06,USR4093,USR8869,17883.98,Flipkart,Delhi,SUCCESS
TXN490308,2026-06-10 18:30:06,USR4147,USR7922,6857.4,BigBasket,Chennai,FAILED
TXN941606,2026-06-10 18:30:06,USR5095,USR9406,14713.69,Flipkart,Bangalore,PENDING
TXN875598,2026-06-10 18:30:06,USR6658,USR9565,5181.91,IRCTC,Mumbai,SUCCESS
TXN747478,2026-06-10 18:30:06,USR6339,USR7654,12158.43,Zomato,Pune,FAILED
TXN949227,2026-06-10 18:30:06,USR1725,USR1150,5424.28,Flipkart,Bangalore,SUCCESS
TXN120542,2026-06-10 18:30:06,USR6040,USR3273,17228.1,Myntra,Hyderabad,PENDING
TXN605720,2026-06-10 18:30:06,USR5782,USR2877,38734.36,BigBasket,Hyderabad,SUCCESS
TXN962768,2026-06-10 18:30:06,USR4041,USR7501,2427.48,Flipkart,Bangalore,SUCCESS
TXN784566,2026-06-10 18:30:06,USR9969,USR2516,48722.59,Zomato,Hyderabad,SUCCESS
TXN798584,2026-06-10 18:30:06,USR4542,USR4293,47610.38,Zomato,Bangalore,SUCCESS
TXN341604,2026-06-10 18:30:06,USR2529,USR4488,4035.16,BigBasket,Pune,FAILED
TXN960213,2026-06-10 18:30:06,USR9904,USR6045,37742.12,IRCTC,Mumbai,FAILED
TXN535366,2026-06-10 18:30:06,USR5472,USR6941,14112.72,Zomato,Bangalore,PENDING
TXN526339,2026-06-10 18:30:06,USR1981,USR7880,12463.31,Zomato,Bangalore,FAILED
TXN225001,2026-06-10 18:30:06,USR6380,USR7685,3320.12,IRCTC,Delhi,FAILED
TXN685287,2026-06-10 18:30:06,USR1223,USR8968,5113.54,Myntra,Chennai,FAILED
TXN782427,2026-06-10 18:30:06,USR5040,USR6994,43864.34,Flipkart,Hyderabad,FAILED
TXN966690,2026-06-10 18:30:06,USR6673,USR5908,36754.82,Flipkart,Chennai,FAILED
TXN159530,2026-06-10 18:30:06,USR1032,USR8294,664.76,Flipkart,Pune,FAILED
TXN945919,2026-06-10 18:30:06,USR1048,USR6943,2145.46,BigBasket,Bangalore,SUCCESS
TXN583742,2026-06-10 18:30:06,USR7090,USR3202,11387.95,Zomato,Bangalore,PENDING
TXN575466,2026-06-10 18:30:06,USR2017,USR9481,17694.69,Zomato,Hyderabad,FAILED
TXN995239,2026-06-10 18:30:06,USR6333,USR4886,47561.91,Amazon,Mumbai,FAILED
TXN631668,2026-06-10 18:30:06,USR4452,USR5909,23459.65,BigBasket,Bangalore,PENDING
TXN905853,2026-06-10 18:30:06,USR4467,USR5044,28920.24,Flipkart,Hyderabad,PENDING
TXN993281,2026-06-10 18:30:06,USR3199,USR8229,32701.45,Swiggy,Pune,PENDING
TXN535167,2026-06-10 18:30:06,USR1418,USR3912,28085.59,BigBasket,Pune,SUCCESS
TXN683779,2026-06-10 18:30:06,USR2748,USR6016,662.14,IRCTC,Mumbai,FAILED
TXN922715,2026-06-10 18:30:06,USR5389,USR8636,31881.1,Myntra,Hyderabad,SUCCESS
TXN823304,2026-06-10 18:30:06,USR6546,USR9599,29593.23,Flipkart,Mumbai,SUCCESS
TXN362122,2026-06-10 18:30:06,USR1265,USR5667,16607.59,Swiggy,Delhi,SUCCESS
TXN332059,2026-06-10 18:30:06,USR1841,USR2223,8932.39,BigBasket,Hyderabad,FAILED
TXN356089,2026-06-10 18:30:06,USR6582,USR3164,20322.4,Amazon,Chennai,PENDING
